Province,District,Year,Poverty Rate (%),Access to improved drinking water (% of population),Access to piped water (% of population),Access to improved toilet facilities (% of population),Open defecation (% of population),Access to electricity (% of population),Households' mobile phone ownership (% of population),"Accessibility, health (% of population within 15 minutes to clinic/hospital)","Accessibility, transportation (% of population within 15 minutes to public transportation)",Household size,Household dependency ratio,"Occupancy, present occupancy status-owner (% of population)","Occupancy, present occupancy status-rented (% of population)","Occupancy, present occupancy status-other (% of population)",Improved roof material (% of population),Improved wall material (% of population),Improved roof and wall material (% of population),Household members per room,Overcrowding (% of population),"Labor force participation rate (% of working age population, 15-64 years old)",Employment in agriculture (% of total employment),Employment in industry (% of total employment),Employment services (% of total employment),Wage and salaried employment (% of total employment),"Self-employment, non-agriculture (% of total employment)","Self-employment, agriculture (% of total employment)",Unpaid employment (% of total employment),Child labor (% of children aged 10-17),"Net school enrollment, primary school, 6-10 years old (% net)","Net school enrollment, middle school, 11-13 years old (% net)","Youth literacy, 15-24 years old (% of population aged 15-24)","Adult literacy, 25 or more years old (% of population aged 25 or more)","Primary completion rate, 14-17 years old (% of population aged 14-17)","Youth literacy gender parity index, 15-24 years old","Adult literacy gender parity index, 25 or more years old","Primary completion gender parity index, 14-17 years old","Net enrolment rate in primary gender parity index, 6-10 years old","Net enrolment rate in middle school gender parity index, 11-13 years old",Urban share of population (% of population)
Khyber Pakhtunkhwa,Nowshera,2014,22.0,88.55,24.16,85.22,7.42,99.79,96.18,63.96,90.09,7.14,0.42,90.22,7.08,7.99,60.85,95.02,60.85,3.39,44.23,37.89,13.0,35.53,51.46,60.95,22.54,8.47,6.79,9.7,79.05,51.4,68.75,38.79,71.94,0.61,0.47,0.79,0.82,0.7,32.21
Khyber Pakhtunkhwa,Peshawar,2004,54.0,78.08,56.18,49.49,9.17,98.61,16.97,53.88,83.26,7.91,0.45,76.31,16.74,6.95,45.17,61.89,42.93,3.88,57.66,40.06,12.34,21.26,66.4,54.89,25.02,6.62,13.47,20.28,55.82,26.49,56.5,39.1,51.22,0.54,0.37,0.61,0.74,0.62,50.06
Khyber Pakhtunkhwa,Peshawar,2006,59.0,83.15,51.65,53.73,17.22,97.72,50.7,45.51,83.24,8.09,0.46,75.11,16.29,8.6,42.02,65.16,40.83,3.84,56.61,40.59,9.41,21.32,69.27,60.26,26.71,5.02,8.01,22.54,58.42,30.01,55.9,34.33,51.3,0.49,0.31,0.42,0.58,0.56,40.59
Khyber Pakhtunkhwa,Peshawar,2008,40.0,88.45,61.05,63.84,3.75,98.88,81.59,52.69,96.28,6.95,0.42,81.03,11.7,7.28,58.52,78.63,58.26,3.25,41.1,40.48,8.51,21.51,69.98,62.16,26.96,4.07,6.8,14.99,67.55,38.14,65.07,40.91,63.21,0.56,0.37,0.63,0.7,0.64,50.95
Khyber Pakhtunkhwa,Peshawar,2010,40.0,93.82,57.46,64.03,4.53,98.69,94.74,61.59,93.07,7.53,0.41,74.46,19.64,21.85,58.93,77.24,57.77,3.8,55.86,39.58,6.39,22.94,70.67,69.68,19.73,3.13,7.47,17.04,65.44,33.82,65.96,41.41,65.96,0.66,0.42,0.74,0.81,0.64,52.75
Khyber Pakhtunkhwa,Peshawar,2012,23.0,93.45,54.76,68.62,4.66,98.13,94.98,70.46,99.78,7.33,0.39,77.23,15.66,20.37,68.65,83.96,64.69,3.39,47.78,38.92,4.47,23.29,72.24,63.65,25.28,2.43,8.64,13.05,76.2,45.95,71.31,46.91,71.73,0.69,0.39,0.76,0.89,0.71,54.82
Khyber Pakhtunkhwa,Peshawar,2014,23.0,90.28,46.9,70.86,7.87,98.76,99.23,74.03,98.01,7.95,0.43,76.36,14.78,21.61,63.62,81.21,62.0,3.29,45.75,38.57,6.39,19.76,73.85,64.93,20.78,4.22,7.95,12.35,76.9,48.43,69.94,47.51,68.39,0.63,0.4,0.7,0.79,0.71,51.93
Khyber Pakhtunkhwa,Shangla,2004,71.0,19.53,18.58,39.15,27.28,74.36,0.0,32.42,53.97,8.76,0.48,83.01,3.65,13.35,23.94,83.13,23.94,4.19,63.29,40.66,27.65,21.34,51.01,54.28,14.41,18.58,12.73,24.83,36.46,15.28,40.09,25.03,34.34,0.29,0.11,0.5,0.47,0.27,0.0
Khyber Pakhtunkhwa,Shangla,2006,70.0,38.86,37.76,41.51,16.52,88.5,0.64,11.93,61.22,8.51,0.49,90.7,3.07,6.22,29.61,90.13,28.42,3.73,59.33,42.0,25.88,17.6,56.52,49.32,22.56,17.23,10.89,20.76,45.21,18.22,44.89,30.82,41.67,0.23,0.11,0.32,0.6,0.31,0.0
Khyber Pakhtunkhwa,Shangla,2008,47.0,35.97,35.79,43.49,36.36,95.69,29.48,23.96,65.29,6.76,0.48,95.95,0.99,3.06,34.0,94.24,34.0,3.39,41.91,43.21,43.91,22.39,33.7,39.48,16.46,27.53,16.53,21.54,54.7,13.72,54.57,24.08,45.94,0.34,0.12,0.29,0.7,0.26,0.0
Khyber Pakhtunkhwa,Shangla,2010,52.0,63.31,63.06,62.86,20.35,90.65,79.28,26.67,58.39,7.12,0.5,90.12,1.46,1.46,31.13,91.09,31.13,3.36,44.73,39.33,34.12,30.25,35.62,49.47,15.68,26.43,8.42,13.49,42.37,10.89,46.93,25.06,45.49,0.31,0.13,0.28,0.61,0.49,0.0
Khyber Pakhtunkhwa,Shangla,2012,54.0,56.14,55.84,55.89,21.43,92.59,82.74,12.02,54.39,7.3,0.49,92.87,1.34,2.4,45.11,96.71,43.88,4.0,62.25,37.92,39.19,30.61,30.19,46.61,13.47,26.11,13.81,10.34,50.49,22.75,55.57,22.82,55.06,0.32,0.11,0.4,0.78,0.77,0.0
Khyber Pakhtunkhwa,Shangla,2014,32.0,46.68,45.4,53.44,20.91,97.63,94.64,13.23,33.62,6.83,0.48,92.59,1.05,1.51,45.52,98.73,45.13,3.42,43.09,41.92,44.12,30.69,25.19,44.61,10.81,30.63,13.64,18.6,44.15,21.03,45.86,21.46,49.52,0.25,0.07,0.41,0.63,0.49,0.0
Khyber Pakhtunkhwa,Swabi,2004,64.0,69.83,27.01,40.96,18.17,93.8,6.08,46.75,64.67,7.3,0.48,87.95,4.52,7.52,48.85,88.17,48.58,4.16,62.24,33.3,32.0,18.52,49.48,42.17,23.85,17.18,16.8,17.47,63.88,41.98,60.17,30.73,59.0,0.5,0.24,0.54,0.76,0.43,16.12
Khyber Pakhtunkhwa,Swabi,2006,64.0,66.45,21.38,53.75,40.66,98.19,39.49,48.13,66.92,6.79,0.44,88.05,5.95,6.0,48.75,70.83,48.01,3.87,56.8,33.82,27.89,22.49,49.62,48.0,18.78,17.45,15.77,15.27,63.92,30.84,62.13,26.09,65.14,0.54,0.26,0.62,0.87,0.76,20.07
Khyber Pakhtunkhwa,Swabi,2008,45.0,73.23,22.01,59.66,21.79,98.8,68.72,59.68,89.65,6.52,0.41,85.74,6.02,8.23,41.92,73.08,41.69,3.6,52.66,34.91,34.63,18.89,46.48,40.61,22.15,19.67,17.57,14.94,69.58,33.53,65.35,31.49,72.27,0.57,0.23,0.63,0.72,0.52,19.18
Khyber Pakhtunkhwa,Swabi,2010,36.0,76.57,18.89,64.49,22.11,92.77,83.52,59.42,91.9,6.58,0.41,87.66,5.76,9.74,56.28,88.42,55.61,3.65,50.49,31.29,30.47,28.06,41.46,51.98,17.64,16.88,13.5,7.05,74.41,47.52,72.83,30.82,77.17,0.66,0.33,0.73,0.88,0.86,18.34
Khyber Pakhtunkhwa,Swabi,2012,29.0,82.29,14.88,77.81,6.63,97.81,94.87,52.42,94.35,6.54,0.43,89.33,4.53,4.53,71.84,92.16,71.29,3.49,45.52,30.84,22.81,25.45,51.74,49.35,22.73,15.65,12.27,10.26,85.88,48.85,71.17,28.69,83.56,0.65,0.28,0.84,0.92,0.7,19.3
Khyber Pakhtunkhwa,Swabi,2014,19.0,77.86,3.46,82.81,6.85,99.1,98.41,76.4,89.2,6.17,0.4,91.11,3.93,3.93,72.67,87.14,72.52,3.07,35.21,31.74,26.34,28.53,45.14,44.57,26.42,16.29,12.53,7.63,79.94,51.64,68.81,27.82,78.61,0.59,0.34,0.74,0.88,1.0,15.95
Khyber Pakhtunkhwa,Swat,2004,58.0,52.78,45.69,45.81,40.92,89.25,2.65,33.19,73.26,8.62,0.48,88.61,4.22,7.17,41.68,93.0,41.08,3.66,53.8,37.82,41.37,15.87,42.76,35.51,19.48,27.9,17.1,17.07,53.54,22.03,53.8,29.28,50.67,0.39,0.2,0.45,0.77,0.63,12.36
Khyber Pakhtunkhwa,Swat,2006,58.0,67.12,57.33,69.92,18.11,96.56,40.83,44.01,97.02,8.56,0.46,84.38,9.13,6.49,45.47,94.86,45.47,3.61,46.36,36.29,24.72,16.31,58.97,41.25,29.42,17.78,11.55,12.94,61.45,28.66,63.36,35.87,61.17,0.49,0.14,0.54,0.82,0.7,14.6
Khyber Pakhtunkhwa,Swat,2008,48.0,89.04,80.8,50.78,43.21,96.68,48.27,37.42,73.57,8.6,0.47,79.71,12.77,7.52,40.69,99.21,40.63,3.53,53.01,52.25,42.05,26.03,31.93,36.89,16.54,13.91,32.67,38.02,49.5,22.72,59.35,33.25,51.5,0.36,0.22,0.44,0.63,0.54,10.98
Khyber Pakhtunkhwa,Swat,2010,45.0,72.48,48.86,63.39,11.42,94.72,76.41,37.46,83.86,7.55,0.43,83.29,11.13,13.9,50.1,96.27,48.91,3.66,49.78,44.32,49.75,14.56,35.69,29.25,17.44,16.79,36.53,26.0,57.82,23.5,67.15,34.25,61.18,0.51,0.24,0.57,0.88,0.63,13.64
Khyber Pakhtunkhwa,Swat,2012,40.0,65.47,52.52,81.96,9.45,98.53,92.14,24.0,86.75,7.57,0.45,83.64,9.08,9.73,57.83,97.43,57.83,3.65,51.88,32.84,30.54,21.32,48.13,46.49,20.66,20.7,12.14,11.16,63.98,24.85,67.48,37.84,65.55,0.53,0.25,0.6,0.82,0.67,11.95
Khyber Pakhtunkhwa,Swat,2014,29.0,72.44,47.21,66.64,12.24,98.72,96.29,47.81,74.87,7.91,0.47,83.11,11.99,14.01,51.9,97.16,51.46,3.3,47.27,36.27,28.21,28.46,43.33,45.04,22.06,15.85,15.41,16.36,77.13,38.33,59.37,27.08,72.51,0.58,0.31,0.62,0.84,0.45,15.02
Khyber Pakhtunkhwa,Tank,2004,63.0,68.28,59.13,20.9,31.17,97.43,3.65,41.2,80.84,7.35,0.47,94.61,2.31,3.08,13.72,25.37,9.09,3.31,45.23,37.73,30.98,17.9,51.12,44.0,23.06,22.09,10.85,20.25,43.27,26.9,44.27,23.3,42.18,0.29,0.14,0.38,0.52,0.65,13.92
Khyber Pakhtunkhwa,Tank,2006,66.0,77.19,63.52,7.25,23.19,99.1,26.3,42.03,66.19,7.99,0.46,98.08,1.48,0.44,26.48,25.05,18.84,3.4,44.78,36.71,26.0,15.36,58.64,48.45,25.72,17.12,8.72,10.98,48.27,26.26,44.92,26.73,45.43,0.28,0.1,0.32,0.56,0.51,11.66
Khyber Pakhtunkhwa,Tank,2008,47.0,66.17,55.31,16.88,15.37,100.0,72.39,35.42,41.15,7.97,0.45,97.8,1.28,0.92,16.05,31.0,12.5,3.15,41.78,39.89,26.14,15.72,58.14,51.18,19.78,16.21,12.82,16.83,52.19,32.58,45.66,25.85,51.91,0.32,0.1,0.37,0.59,0.35,11.31
Khyber Pakhtunkhwa,Tank,2010,48.0,82.9,68.97,22.34,22.9,99.4,59.07,60.07,80.01,7.49,0.46,96.87,2.78,2.92,6.75,25.9,2.82,3.39,50.14,40.6,30.79,15.36,53.85,53.46,18.38,15.39,12.77,18.88,48.17,27.92,47.0,24.37,48.75,0.29,0.11,0.37,0.45,0.34,10.66
Khyber Pakhtunkhwa,Tank,2012,42.0,88.37,55.54,30.61,11.11,99.54,83.93,53.16,71.66,7.02,0.46,97.41,1.28,1.7,39.24,27.2,23.82,3.45,45.34,37.7,20.29,29.85,49.85,51.83,28.25,11.63,8.28,14.32,46.65,31.26,46.62,23.75,50.71,0.27,0.19,0.39,0.45,0.43,9.68
Khyber Pakhtunkhwa,Tank,2014,39.0,62.95,35.32,36.83,9.33,95.62,93.5,43.68,72.51,8.85,0.47,96.08,2.91,3.06,44.74,30.49,24.61,4.01,63.54,37.52,20.4,31.49,48.11,50.4,28.63,12.48,8.43,14.08,47.56,27.34,54.95,28.29,57.44,0.4,0.17,0.52,0.55,0.6,15.01
Khyber Pakhtunkhwa,Tor Ghar,2004,65.0,56.6,44.8,30.18,60.36,69.62,7.14,15.01,37.4,6.44,0.44,88.65,4.04,7.3,48.16,73.12,42.99,3.44,46.75,40.09,40.35,10.07,49.57,44.25,14.85,20.54,20.36,20.48,71.62,32.43,63.69,27.82,60.44,0.59,0.32,0.63,0.9,0.76,5.96
Khyber Pakhtunkhwa,Tor Ghar,2006,63.0,62.36,45.2,46.04,47.52,74.46,42.53,33.13,56.29,6.26,0.43,83.16,2.45,14.38,59.42,76.03,42.41,3.92,54.88,43.63,46.93,15.52,37.55,34.88,17.41,21.76,25.95,16.79,68.64,35.96,74.29,40.14,69.92,0.76,0.3,0.84,0.98,0.5,8.28
Khyber Pakhtunkhwa,Tor Ghar,2008,41.0,61.63,47.99,65.29,25.53,80.57,67.07,19.66,60.42,6.16,0.45,89.28,3.83,6.88,71.06,74.32,59.08,3.14,40.1,45.66,47.82,16.11,36.07,36.5,15.76,26.43,21.3,14.79,75.91,38.38,73.16,39.44,69.2,0.7,0.44,0.69,0.91,0.79,7.33
Khyber Pakhtunkhwa,Tor Ghar,2010,36.0,77.19,67.1,57.34,29.15,75.36,90.04,35.8,56.84,6.44,0.41,88.95,5.48,5.9,62.72,75.88,59.97,3.26,44.95,44.11,53.51,12.57,33.92,33.05,13.08,24.09,29.78,11.19,67.34,30.04,73.47,43.07,61.64,0.68,0.46,0.63,0.78,1.13,6.61
Khyber Pakhtunkhwa,Tor Ghar,2012,36.0,66.67,66.67,28.0,48.05,43.72,94.4,25.59,24.11,5.75,0.51,93.43,0.85,0.85,3.27,73.82,2.13,3.7,47.84,68.55,80.78,7.24,11.98,13.78,4.85,35.89,45.48,28.45,44.38,15.27,28.94,9.66,25.81,0.17,0.0,0.02,0.56,0.26,0.0
Khyber Pakhtunkhwa,Tor Ghar,2014,38.0,59.77,59.77,38.29,49.73,64.66,95.17,22.46,25.78,6.08,0.5,86.78,3.11,3.11,8.17,98.05,8.17,3.22,43.86,61.89,75.13,6.73,18.14,15.63,8.83,28.2,47.34,13.86,46.24,13.6,27.85,13.42,29.75,0.12,0.04,0.17,0.51,0.37,0.0
Khyber Pakhtunkhwa,Upper Dir,2004,74.0,35.77,33.8,27.12,56.15,83.96,0.24,18.24,67.72,9.03,0.53,91.52,0.29,8.2,5.86,90.5,5.8,3.87,56.45,44.03,41.56,34.61,23.84,42.92,14.47,25.51,17.1,34.4,43.98,13.25,37.59,16.86,34.02,0.2,0.06,0.23,0.55,0.2,4.06
Khyber Pakhtunkhwa,Upper Dir,2006,70.0,28.04,27.05,43.98,39.43,78.65,3.75,5.2,48.87,8.49,0.54,92.8,4.19,3.01,9.75,99.42,9.69,3.66,49.34,47.28,61.2,13.02,25.78,26.61,11.74,34.68,26.96,35.79,54.24,18.35,49.09,20.07,41.64,0.25,0.07,0.38,0.61,0.55,4.37
Khyber Pakhtunkhwa,Upper Dir,2008,49.0,62.51,60.63,14.62,13.39,91.55,46.6,19.14,77.55,9.47,0.52,97.44,0.3,2.25,10.09,94.27,10.09,3.58,51.11,42.37,38.06,16.67,45.27,47.94,12.3,22.31,17.44,21.05,54.63,20.55,61.04,28.08,55.3,0.43,0.1,0.46,0.76,0.69,3.19
Khyber Pakhtunkhwa,Upper Dir,2010,48.0,20.71,19.08,55.52,6.33,94.76,85.86,17.42,60.07,7.41,0.48,96.27,0.74,0.82,15.37,87.36,15.13,3.27,42.75,52.05,53.03,21.37,25.61,35.0,12.15,32.78,20.07,18.75,73.62,31.75,59.94,26.09,69.36,0.37,0.07,0.51,0.79,0.79,3.7
Khyber Pakhtunkhwa,Upper Dir,2012,50.0,17.13,13.15,38.13,1.73,95.37,83.03,13.04,58.09,7.59,0.51,95.21,0.62,0.67,17.2,97.15,17.0,3.59,50.8,47.35,53.87,24.75,21.38,37.37,9.71,31.5,21.41,24.93,54.17,25.43,54.72,27.01,53.93,0.38,0.16,0.52,0.72,0.67,4.33
Khyber Pakhtunkhwa,Upper Dir,2014,35.0,33.84,27.31,53.91,5.16,88.18,72.79,8.53,74.04,8.15,0.54,95.28,0.56,2.03,17.64,99.72,17.64,4.02,59.64,60.49,66.55,18.18,15.27,25.56,7.01,41.82,25.37,24.92,55.65,23.9,56.89,19.64,63.75,0.39,0.15,0.59,0.66,0.6,3.53
Punjab,Attock,2004,41.0,73.1,45.23,55.04,33.58,88.2,10.27,19.54,79.27,6.04,0.38,92.48,2.1,5.42,58.03,79.27,55.29,2.92,33.44,41.05,26.27,17.11,56.62,48.47,23.48,17.26,10.8,14.92,80.75,35.14,77.11,44.94,72.01,0.7,0.39,0.81,1.01,0.93,19.39
Punjab,Attock,2006,32.0,89.71,42.41,70.32,23.92,97.22,53.49,72.71,89.14,5.78,0.35,91.12,5.0,3.89,67.08,90.72,64.81,2.88,30.86,39.44,21.56,22.73,55.7,53.03,24.31,15.38,7.29,11.72,80.14,41.31,78.85,46.36,77.3,0.83,0.41,0.74,0.94,0.73,20.8
Punjab,Attock,2008,29.0,85.22,35.82,59.81,15.03,97.55,74.63,45.42,98.47,5.8,0.39,90.75,5.85,3.4,55.61,91.78,52.53,2.75,28.4,36.4,29.84,23.41,46.75,47.22,20.23,18.11,14.45,9.6,85.32,49.49,76.27,44.69,79.77,0.81,0.44,0.98,0.94,0.8,20.17
Punjab,Attock,2010,27.0,74.17,39.55,63.43,8.21,98.31,88.08,44.08,87.95,5.73,0.36,85.08,8.21,8.41,44.43,93.39,43.8,3.04,36.24,40.35,24.19,29.95,45.87,58.65,17.24,12.4,11.72,11.69,82.23,44.24,83.3,48.12,80.87,0.88,0.45,0.95,0.87,1.08,21.93
Punjab,Attock,2012,20.0,88.48,33.71,64.5,6.47,98.92,94.79,53.65,91.43,6.06,0.36,88.79,6.47,6.73,80.83,95.65,79.87,2.95,34.78,36.68,24.89,26.64,48.46,51.39,23.96,15.02,9.62,7.29,77.54,55.77,89.02,54.68,85.09,0.9,0.53,0.95,1.08,1.0,24.1
Punjab,Attock,2014,14.0,92.7,33.01,79.88,6.67,95.89,97.48,77.49,88.75,5.53,0.36,83.66,7.72,10.07,80.24,98.51,80.17,2.58,23.33,41.42,38.04,19.2,42.76,44.38,19.18,27.36,8.96,6.45,85.94,52.13,88.1,54.31,88.91,0.9,0.57,0.93,0.98,1.27,27.12
Punjab,Bahawalnagar,2004,53.0,95.71,52.72,33.79,49.07,78.67,1.27,39.49,84.59,6.51,0.44,83.18,2.48,14.35,33.14,67.4,30.5,3.92,50.96,60.54,60.53,10.64,28.83,32.05,16.67,19.94,31.34,37.59,55.1,21.87,57.49,33.12,49.17,0.73,0.4,0.79,0.85,0.94,19.26
Punjab,Bahawalnagar,2006,52.0,94.74,42.53,52.65,44.18,84.51,33.46,35.33,69.44,6.66,0.45,77.33,3.36,19.32,30.27,66.17,29.25,3.9,52.42,60.94,64.48,9.25,26.27,31.48,15.22,21.63,31.67,35.88,63.29,23.19,59.16,35.86,53.21,0.81,0.45,0.82,1.01,0.92,20.65
Punjab,Bahawalnagar,2008,47.0,96.26,40.91,45.73,49.97,88.59,61.26,39.64,81.97,6.4,0.44,85.8,1.7,12.5,43.74,68.5,32.07,3.87,54.02,65.2,68.85,8.2,22.95,31.16,13.39,24.17,31.29,45.79,62.08,19.2,52.51,31.15,45.57,0.69,0.44,0.74,0.85,0.63,19.17
Punjab,Bahawalnagar,2010,36.0,96.53,39.54,52.55,34.6,91.92,76.16,35.97,76.56,6.22,0.42,77.61,2.92,2.95,9.35,74.51,9.09,3.75,50.44,59.73,63.19,8.42,28.39,30.57,15.6,24.63,29.2,33.1,62.51,31.76,64.23,35.96,63.54,0.85,0.5,0.84,0.99,1.01,20.52
Punjab,Bahawalnagar,2012,31.0,93.0,43.12,62.06,28.82,94.08,86.69,34.05,68.87,6.2,0.43,81.82,3.05,3.09,83.92,78.57,73.09,3.61,48.62,56.38,59.07,12.12,28.81,36.81,17.69,24.22,21.27,29.38,58.15,27.19,68.15,41.52,61.68,0.87,0.5,1.01,0.98,1.09,18.15
Punjab,Bahawalnagar,2014,31.0,94.72,36.57,62.52,26.2,89.4,85.97,22.71,55.14,6.12,0.41,84.29,2.67,2.8,81.68,77.92,69.64,3.72,51.99,60.24,63.58,11.19,25.23,34.04,18.58,20.65,26.13,37.73,59.01,30.87,63.39,39.09,60.08,0.81,0.5,0.96,0.83,0.78,22.17
Punjab,Bahawalpur,2004,59.0,95.05,10.97,29.22,48.13,66.63,4.93,37.72,59.82,6.56,0.45,89.31,2.96,7.73,75.93,64.68,59.66,4.07,60.74,53.94,47.39,15.8,36.81,41.73,22.38,18.73,17.16,33.58,46.21,20.5,53.0,30.42,45.4,0.7,0.4,0.93,0.86,0.91,26.58
Punjab,Bahawalpur,2006,58.0,98.42,15.17,41.28,41.83,78.32,32.47,20.49,61.11,6.47,0.44,90.56,4.68,4.76,80.83,68.63,64.09,4.08,61.28,54.02,47.93,15.35,36.73,41.41,18.62,18.63,21.34,33.08,52.01,23.06,56.45,33.21,49.79,0.71,0.48,0.83,0.84,0.91,30.12
Punjab,Bahawalpur,2008,50.0,99.02,15.89,40.46,40.16,80.64,59.94,31.0,69.88,6.26,0.43,88.9,4.11,6.99,67.93,70.09,54.5,3.95,57.19,59.5,52.96,12.63,34.42,31.52,18.8,19.63,30.06,36.17,50.82,21.9,54.39,35.64,50.15,0.7,0.49,0.78,0.84,0.86,26.36
Punjab,Bahawalpur,2010,42.0,95.2,16.28,49.2,37.84,83.78,76.91,39.43,58.56,6.24,0.42,88.6,4.24,5.51,7.38,75.26,7.34,3.86,55.01,65.42,58.11,12.76,29.12,42.81,12.45,13.1,31.64,47.72,49.91,23.95,57.5,38.04,53.74,0.86,0.52,0.93,0.87,1.16,30.64
Punjab,Bahawalpur,2012,38.0,99.23,14.76,56.65,31.25,88.34,88.24,49.87,56.72,6.14,0.43,88.96,5.16,5.72,88.32,74.99,72.09,3.85,53.56,66.31,53.89,17.46,28.65,44.63,13.6,17.86,23.91,44.91,48.82,21.89,59.94,37.33,55.8,0.79,0.48,0.94,0.83,1.1,30.11
Punjab,Bahawalpur,2014,33.0,99.04,14.04,62.55,28.9,88.88,88.96,48.59,49.73,6.17,0.42,93.92,3.44,3.67,91.6,82.15,79.92,3.87,55.5,66.65,57.36,16.86,25.78,35.12,14.61,17.59,32.22,45.89,50.25,21.06,56.19,35.73,55.1,0.67,0.53,0.85,0.91,0.96,26.43
Punjab,Bhakkar,2004,49.0,99.54,21.94,29.81,26.3,83.96,2.02,32.48,78.89,6.1,0.41,97.44,1.1,1.46,42.63,69.13,42.01,2.81,30.54,46.66,42.75,8.4,48.85,37.94,17.32,26.45,18.29,20.9,57.45,31.91,59.87,32.12,61.63,0.51,0.18,0.61,0.68,0.61,17.99
Punjab,Bhakkar,2006,48.0,99.79,7.57,24.39,30.44,87.68,34.93,29.22,53.06,6.2,0.43,95.74,3.27,0.99,30.39,73.65,27.84,3.09,39.22,42.98,44.65,9.41,45.94,39.78,15.96,34.02,10.24,20.97,66.02,34.8,67.18,38.01,62.17,0.6,0.28,0.54,0.92,0.93,13.87
Punjab,Bhakkar,2008,46.0,99.31,3.93,20.15,41.14,88.33,54.76,11.5,53.04,6.29,0.4,94.06,1.12,4.82,39.9,65.93,34.26,3.41,45.08,41.28,51.35,12.96,35.69,34.57,14.26,28.97,22.2,15.38,67.66,30.3,71.73,40.74,64.2,0.72,0.33,0.67,0.87,0.83,16.14
Punjab,Bhakkar,2010,37.0,99.73,4.3,40.44,36.71,84.39,78.42,30.32,62.17,6.15,0.42,95.42,0.67,0.73,16.74,70.29,15.91,3.55,46.8,48.79,60.75,14.54,24.71,30.07,11.58,27.56,30.79,17.67,61.1,26.95,59.3,36.79,57.2,0.62,0.34,0.58,0.85,0.55,15.67
Punjab,Bhakkar,2012,34.0,98.66,3.84,40.98,24.43,94.37,89.54,9.91,46.09,6.01,0.41,94.83,1.21,1.27,72.2,71.1,64.16,3.47,47.35,55.07,50.62,18.73,30.65,34.58,17.49,27.52,20.4,13.98,74.17,28.61,74.85,40.24,66.48,0.74,0.34,0.8,0.96,0.59,16.56
Punjab,Bhakkar,2014,29.0,100.0,5.42,38.05,24.45,93.32,92.61,16.74,71.87,6.43,0.4,93.97,1.05,3.62,86.44,82.12,78.72,3.46,47.66,49.26,54.72,18.41,26.87,32.72,17.35,25.51,24.33,21.26,70.29,28.64,68.1,39.07,63.1,0.63,0.38,0.63,0.98,0.77,17.29
Punjab,Chakwal,2004,29.0,94.29,68.8,56.67,31.12,94.51,4.59,34.78,77.61,5.29,0.39,92.36,3.94,3.7,47.74,95.4,46.05,2.27,14.68,34.65,27.62,14.03,58.35,46.05,23.92,19.99,10.04,7.38,80.82,49.78,89.21,61.06,85.28,0.89,0.53,0.85,0.92,0.84,12.78
Punjab,Chakwal,2006,24.0,95.07,45.3,56.08,33.92,97.51,58.44,49.21,97.02,5.39,0.34,95.75,2.22,2.03,69.06,82.62,61.76,2.24,17.41,40.02,22.96,10.23,66.8,55.32,20.63,17.35,6.7,11.06,83.37,47.1,90.54,61.98,89.0,0.9,0.51,0.98,0.98,1.0,12.15
Punjab,Chakwal,2008,19.0,91.16,54.28,66.96,22.34,98.09,84.35,46.83,94.97,5.52,0.39,95.98,2.39,1.63,75.72,96.09,73.12,2.3,15.26,44.65,42.11,14.74,43.15,34.77,16.49,18.34,30.39,12.28,91.1,58.1,92.53,63.63,89.81,0.95,0.59,1.0,0.95,0.92,12.38
Punjab,Chakwal,2010,17.0,89.52,35.63,73.49,7.87,97.72,85.27,58.04,94.73,5.42,0.37,90.5,3.41,4.38,63.58,89.06,61.85,2.61,25.43,37.76,21.71,23.93,54.35,51.82,23.51,13.49,11.18,3.57,90.25,62.43,94.42,66.32,95.76,0.96,0.59,1.01,0.98,0.85,14.65
Punjab,Chakwal,2012,13.0,94.12,32.99,80.77,5.87,98.31,96.01,61.44,99.34,5.24,0.36,91.48,3.06,3.11,77.88,95.45,76.48,2.38,16.95,41.64,36.84,16.56,46.61,40.24,21.05,17.3,21.4,8.55,93.25,59.8,94.18,64.14,93.54,0.98,0.62,0.91,0.98,1.22,12.7
Punjab,Chakwal,2014,12.0,92.49,15.91,84.06,7.65,93.39,96.58,55.4,84.67,5.14,0.38,90.96,4.17,4.17,82.23,94.92,81.17,2.28,16.8,42.26,51.11,14.28,34.61,32.51,16.42,38.72,12.22,7.06,88.9,56.37,92.21,60.38,89.6,0.96,0.64,1.04,0.95,0.92,13.23
Punjab,Chiniot,2004,56.0,98.33,5.79,14.93,53.69,71.31,2.96,42.63,58.77,6.33,0.44,92.77,2.4,4.83,37.19,67.45,33.41,3.62,49.3,60.83,57.19,12.85,29.95,28.73,15.98,21.6,33.69,37.32,66.98,26.33,55.12,31.3,50.43,0.54,0.34,0.57,0.8,0.53,24.01
Punjab,Chiniot,2006,56.0,97.93,3.55,14.84,54.3,77.76,25.42,26.7,56.32,6.26,0.43,89.06,2.26,8.67,44.65,71.62,42.16,3.65,49.03,52.84,48.85,13.98,37.17,34.57,17.42,21.64,26.37,31.7,59.71,28.38,60.05,34.48,58.27,0.65,0.35,0.68,0.9,0.67,23.09
